acc_x,acc_y,acc_z,v_dc,i_dc,v_ac,i_ac,time,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
7.899028800000001,4.4479968,2.3773776,0.558125,5.150413513183594e-05,0.26533203125,5.281448364257813e-06,18.49,26.560000000000002,218.75,64.25,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.2239984,0.519345703125,4.7109603881835934e-05,0.2959472656249999,5.281448364257813e-06,18.5,26.54,218.82,64.3,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.3773776,0.55181640625,6.322288513183595e-05,0.315986328125,5.281448364257813e-06,18.51,26.519999999999996,218.84,64.34000000000003,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.217928000000001,2.3006880000000005,0.547734375,4.8208236694335935e-05,0.298916015625,5.647659301757813e-06,18.52,26.5,218.87,64.42,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.2946176000000005,2.4540672,0.513779296875,5.919456481933594e-05,0.2822167968749999,5.281448364257813e-06,18.53,26.520000000000007,218.86,64.45,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.3713072,2.4540672,0.56109375,4.8940658569335935e-05,0.273310546875,7.112503051757814e-06,18.54,26.549999999999997,218.85,64.47,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.9757184,4.217928000000001,2.3773776,0.530107421875,4.637718200683594e-05,0.2668164062499999,4.915237426757816e-06,18.55,26.55,218.81,64.48,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,3.6811008,2.9908944,0.5354882812499999,7.201194763183593e-05,0.2534570312499999,1.1140823364257816e-05,18.56,26.55,218.78,64.47,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.592270399999999,4.0645488,2.3006880000000005,0.550703125,4.7109603881835934e-05,0.24380859375,4.182815551757815e-06,18.57,26.570000000000004,218.69,64.46,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.2946176000000005,2.4540672,0.51396484375,5.699729919433594e-05,0.2349023437499999,3.816604614257815e-06,18.58,26.599999999999998,218.58,64.42,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.592270399999999,4.2946176000000005,2.4540672,0.560908203125,5.113792419433594e-05,0.226923828125,4.182815551757815e-06,18.59,26.620000000000005,218.52,64.41,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.2946176000000005,2.4540672,0.5347460937499999,5.113792419433594e-05,0.220244140625,4.915237426757816e-06,18.6,26.64999999999999,218.48,64.37,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.0645488,2.3006880000000005,0.5321484375,6.395530700683595e-05,0.2317480468749999,4.915237426757816e-06,18.61,26.629999999999995,218.43,64.37,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.1412384,2.2239984,0.555712890625,5.296897888183594e-05,0.2267382812499999,4.915237426757816e-06,18.62,26.609999999999996,218.38999999999996,64.38,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.592270399999999,4.4479968,2.2239984,0.51841796875,4.381370544433594e-05,0.218759765625,5.647659301757813e-06,18.63,26.6,218.33,64.38,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.3006880000000005,0.556826171875,6.212425231933593e-05,0.2341601562499999,4.182815551757815e-06,18.64,26.6,218.33,64.39,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.217928000000001,2.3006880000000005,0.53919921875,4.271507263183594e-05,0.26087890625,4.549026489257816e-06,18.65,26.61,218.26,64.34,-0.32,-0.95,0.04,-0.01,0.07,-0.16
8.052408,4.217928000000001,2.3773776,0.516748046875,6.102561950683594e-05,0.250859375,4.182815551757815e-06,18.66,26.64,218.19,64.31,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,3.9878592,2.3773776,0.557939453125,4.9673080444335936e-05,0.239541015625,5.281448364257813e-06,18.67,26.65,218.10999999999999,64.29,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.1412384,2.3006880000000005,0.52361328125,4.8208236694335935e-05,0.2449218749999999,5.647659301757813e-06,18.68,26.650000000000002,217.96,64.27,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.2946176000000005,2.5307568,0.543466796875,6.395530700683595e-05,0.2590234375,4.915237426757816e-06,18.69,26.670000000000005,217.84999999999997,64.28,-0.32,-0.95,0.04,-0.01,0.07,-0.16
8.052408,4.3713072,2.5307568,0.5475488281249999,4.491233825683594e-05,0.2486328124999999,4.182815551757815e-06,18.7,26.68,217.72,64.29,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.3713072,2.3773776,0.51359375,5.589866638183594e-05,0.238427734375,4.549026489257816e-06,18.71,26.700000000000003,217.62,64.31,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.3713072,2.3773776,0.562021484375,5.480003356933594e-05,0.2343457031249999,4.182815551757815e-06,18.72,26.729999999999997,217.54,64.28,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.1412384,2.3006880000000005,0.5354882812499999,4.7475814819335934e-05,0.2336035156249999,5.281448364257813e-06,18.73,26.78,217.42,64.25,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.3006880000000005,0.527880859375,6.395530700683595e-05,0.223583984375,4.915237426757816e-06,18.74,26.77,217.42,64.27,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.1412384,2.2239984,0.55552734375,4.674339294433594e-05,0.2174609374999999,3.816604614257815e-06,18.75,26.699999999999996,217.44,64.31,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.2239984,0.517490234375,4.454612731933594e-05,0.2174609374999999,4.549026489257816e-06,18.76,26.64999999999998,217.46,64.34,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.2946176000000005,2.3006880000000005,0.5490332031249999,6.285667419433593e-05,0.2159765625,4.549026489257816e-06,18.77,26.57999999999999,217.46,64.36000000000001,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.4479968,2.2239984,0.54625,4.7842025756835934e-05,0.209853515625,6.380081176757814e-06,18.78,26.479999999999983,217.43,64.44000000000001,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.2946176000000005,2.0706192,0.515078125,5.809593200683594e-05,0.2293359374999999,5.647659301757813e-06,18.79,26.410000000000007,217.39,64.48,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.217928000000001,2.3006880000000005,0.5614648437499999,5.406761169433594e-05,0.2516015625,5.281448364257813e-06,18.8,26.329999999999988,217.39,64.49,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.2946176000000005,2.1473088,0.53845703125,4.9673080444335936e-05,0.250302734375,4.915237426757816e-06,18.81,26.22000000000001,217.39,64.54,-0.32,-0.95,0.04,-0.01,0.07,-0.16
8.205787200000001,4.217928000000001,2.4540672,0.5204589843749999,6.798362731933594e-05,0.238798828125,4.182815551757815e-06,18.82,26.139999999999983,217.36,64.56,-0.32,-0.95,0.04,-0.01,0.07,-0.16
8.052408,4.2946176000000005,2.3006880000000005,0.558310546875,4.8574447631835935e-05,0.2313769531249999,4.182815551757815e-06,18.83,25.94000000000002,217.37,64.6,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.2946176000000005,2.5307568,0.52732421875,4.9306869506835936e-05,0.2347167968749999,5.647659301757813e-06,18.84,25.859999999999992,217.41,64.66,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.9757184,4.3713072,2.5307568,0.537529296875,6.175804138183595e-05,0.2293359374999999,6.013870239257813e-06,18.85,25.799999999999983,217.47,64.65,-0.32,-0.95,0.04,-0.01,0.07,-0.16
